Index, Test Name, Version, SampleGroup Name, Unit, IncreaseIsBetter, Min, Max, Median, Average, StandardDeviation, Sum, Values, 
0,"LSystemPerformanceTests.BiggerInputFastGrowthPerformance",1,"Time.GC()","Undefined",False,206,291.4,206,210.515,18.5608802323597,4210.3,291.4,206,206,206,207,206,206.9,207.1,206,207,206,206.1,206,206,206,206.8,206,206,206,206,
1,"LSystemPerformanceTests.BiggerInputFastGrowthPerformance",1,"Time","Millisecond",False,3.9378999999999,4.78830000000016,4.33010000000013,4.28683000000002,0.27826312026576,42.8683000000002,4.35919999999999,4.74230000000011,4.78830000000016,4.38419999999996,3.9378999999999,4.16039999999998,4.04639999999995,4.05219999999986,4.33010000000013,4.06730000000016,
2,"LSystemPerformanceTests.ContextLSystemDoesManyManySteps",1,"Time.GC()","Undefined",False,65,460,337.37,318.4602,99.9173183084894,31846.02,65,87.48,103.11,114.86,126.05,135.22,143.95,151.68,159.13,166.74,173.28,179.58,185.64,191.46,197.04,202.38,207.77,213.48,218.34,223.19,227.34,231.77,237.48,241.61,245.04,249.77,254.46,257.87,261.77,266.58,269.51,273.77,277.97,279.96,285.77,288.17,291.77,295.91,297.77,303.18,304.67,309.77,311.69,315.77,318.47,321.77,325.01,327.77,331.31,333.77,337.37,339.77,343.19,345.77,348.77,351.77,354.11,357.77,359.21,363.77,364.07,370,369.77,374.69,375.77,379.07,381.77,383.21,387.77,388,393.11,393.77,396.77,399.77,400.19,406,405.77,409.37,411.77,412.31,418,417.77,421.01,423.77,424,429.47,429.77,431.69,436,435.77,439.67,441.77,442,447.41,447.77,448.91,454,453.77,456.17,460,
3,"LSystemPerformanceTests.ContextLSystemDoesManyManySteps",1,"Time","Millisecond",False,21.1787,130.581,85.7114000000001,76.656803,20.3018755168209,7665.6803,21.1787,25.1534,29.1455,31.3472,36.1469,37.5207,38.8749,39.6879,41.7413,46.1080000000002,45.7932000000001,47.6315000000002,49.1136000000001,49.3319999999999,50.9856,52.8449000000001,53.3392999999999,56.3607000000002,56.5081999999998,57.8092000000002,58.4802,65.1333000000004,59.3584000000001,59.6367999999998,62.9697000000001,64.5281,63.4092999999998,65.9361999999996,69.3681999999999,68.5135,67.4158000000002,70.6432,70.8424000000005,72.3741,72.5572000000002,74.3463000000002,76.9270999999999,74.7507999999998,78.1877000000004,76.4301000000005,77.8233999999993,78.0583999999999,79.2721000000001,77.4138999999996,80.5744000000004,91.9848999999995,81.6776,80.4207000000006,82.2895000000008,85.0280999999995,86.7545,88.5877,85.3406999999997,85.9540999999999,89.2941999999994,85.7114000000001,87.7601999999997,85.7145,87.0064999999995,88.3179,89.1828999999998,89.7658999999985,91.7484000000004,92.8750999999993,94.9829000000009,92.4319000000014,85.7723999999998,86.8073000000004,96.9359999999997,90.4807999999994,88.0434000000005,87.8135999999995,93.7751999999982,86.2525999999998,103.1589,130.581,88.2162000000008,92.3107,90.853799999999,94.4356000000007,90.0281999999988,89.8508000000002,91.2205000000013,91.0901000000013,93.7696000000014,95.2965999999997,94.6286999999993,90.6815999999999,94.0586999999996,92.7929000000004,91.3858,93.3745999999992,95.5089000000007,95.4403000000002,96.2433000000001,97.4186999999984,96.2343000000001,96.7114000000001,95.3724000000002,94.7325000000001,
4,"LSystemPerformanceTests.ContextLSystemGetsVeryBigPredictably",1,"Time.GC()","Undefined",False,269,274363,11316,45548.6,71795.9602362138,910972,269,449,627,987,1341,2061,2768,4208,5618,8498,11316,17076,22710,34230,45497,68537,91067,137147,182203,274363,
5,"LSystemPerformanceTests.ContextLSystemGetsVeryBigPredictably",1,"Time","Millisecond",False,0.901399999999995,396.1564,11.5435,58.33091,97.9979665415508,1166.6182,0.901399999999995,0.907999999999987,1.22290000000001,1.77120000000002,2.22589999999997,3.49240000000003,3.17100000000005,3.98689999999999,4.70709999999997,7.42060000000004,11.5435,23.0884,32.1634999999999,44.4949999999999,47.1016,96.3716,123.8118,121.926,240.153,396.1564,
6,"LSystemPerformanceTests.RealSystemExampleTest",1,"Time.GC()","Undefined",False,15538,15604.7,15538,15542.4466666667,16.637903179855,233136.7,15604.7,15538,15538,15538,15538,15538,15538,15538,15538,15538,15538,15538,15538,15538,15538,
7,"LSystemPerformanceTests.RealSystemExampleTest",1,"Time","Millisecond",False,247.3967,266.2421,259.1619,256.91734,5.43807274449323,2569.1734,259.1619,249.5228,266.2421,247.3967,260.5777,259.1494,256.548200000001,259.4581,251.7015,259.415,
8,"LSystemPerformanceTests.SimpleConditionalReplacementWithGlobalParameters",1,"Time.GC()","Undefined",False,24.5,27.2,24.5,24.635,0.588451357377991,492.7,27.2,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,
9,"LSystemPerformanceTests.SimpleConditionalReplacementWithGlobalParameters",1,"Time","Millisecond",False,1.36290000000008,1.8306,1.49180000000001,1.50266999999999,0.142844818246925,15.0266999999999,1.49180000000001,1.62829999999997,1.37140000000011,1.53440000000001,1.36290000000008,1.39919999999984,1.37220000000002,1.8306,1.60349999999994,1.43239999999992,
10,"LSystemPerformanceTests.SmallInputPerformance",1,"Time.GC()","Undefined",False,57,58.9,57,57.095,0.414095399636364,1141.9,58.9,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,
11,"LSystemPerformanceTests.SmallInputPerformance",1,"Time","Millisecond",False,1.80029999999988,2.52369999999996,1.95769999999993,2.03783999999995,0.240738049339956,20.3783999999995,1.91890000000001,2.39889999999991,2.52369999999996,1.80919999999992,1.93039999999996,2.07999999999993,1.80029999999988,1.80109999999991,1.95769999999993,2.15820000000008,
12,"LSystemPerformanceTests.TrivialSystemPerformance",1,"Time.GC()","Undefined",False,20,20.1,20,20.005,0.0217944947177037,400.1,20.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
13,"LSystemPerformanceTests.TrivialSystemPerformance",1,"Time","Millisecond",False,1.16980000000001,1.81560000000013,1.34159999999997,1.40594000000001,0.213177344950194,14.0594000000001,1.23440000000005,1.23770000000002,1.16980000000001,1.81560000000013,1.31649999999991,1.34159999999997,1.79520000000002,1.38670000000002,1.31829999999991,1.44360000000006,
